Class frequencies:
client,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28,class29,class30,class31,class32,class33,class34,class35,class36,class37,class38,class39,class40,class41,class42,class43,class44,class45,class46,class47,class48,class49,class50,class51,class52,class53,class54,class55,class56,class57,class58,class59,class60,class61,class62,class63,class64,class65,class66,class67,class68,class69,class70,class71,class72,class73,class74,class75,class76,class77,class78,class79,class80,class81,class82,class83,class84,class85,class86,class87,class88,class89,class90,class91,class92,class93,class94,class95,class96,class97,class98,class99,Amount
Client  65,0.008,0.014,0.006,0.010,0.006,0.012,0.014,0.004,0.004,0.016,0.002,0.006,0.006,0.014,0.010,0.012,0.010,0.012,0.010,0.012,0.006,0.012,0.008,0.010,0.016,0.016,0.012,0.010,0.006,0.010,0.002,0.014,0.012,0.012,0.010,0.018,0.016,0.014,0.016,0.010,0.002,0.004,0.012,0.004,0.008,0.012,0.008,0.018,0.010,0.012,0.004,0.014,0.010,0.008,0.018,0.008,0.008,0.010,0.004,0.008,0.004,0.008,0.006,0.014,0.008,0.006,0.014,0.010,0.014,0.008,0.012,0.012,0.010,0.010,0.010,0.012,0.006,0.006,0.006,0.014,0.010,0.012,0.010,0.018,0.008,0.014,0.010,0.008,0.004,0.010,0.006,0.014,0.014,0.012,0.002,0.002,0.006,0.016,0.006,0.028,500
Client  66,0.010,0.012,0.018,0.006,0.010,0.010,0.004,0.014,0.016,0.008,0.010,0.008,0.004,0.008,0.012,0.010,0.010,0.004,0.018,0.002,0.010,0.008,0.004,0.008,0.020,0.016,0.010,0.022,0.014,0.008,0.002,0.006,0.006,0.024,0.008,0.010,0.010,0.010,0.010,0.008,0.010,0.012,0.010,0.008,0.006,0.008,0.002,0.012,0.012,0.006,0.006,0.012,0.008,0.012,0.018,0.008,0.008,0.016,0.012,0.006,0.008,0.006,0.008,0.010,0.008,0.016,0.002,0.014,0.008,0.008,0.012,0.006,0.016,0.010,0.002,0.016,0.004,0.016,0.008,0.016,0.004,0.008,0.002,0.010,0.010,0.016,0.012,0.012,0.016,0.010,0.006,0.006,0.016,0.018,0.012,0.010,0.010,0.006,0.016,0.006,500
Client  67,0.010,0.010,0.008,0.018,0.016,0.008,0.006,0.010,0.016,0.010,0.00,0.010,0.008,0.012,0.006,0.010,0.010,0.008,0.008,0.006,0.014,0.008,0.010,0.008,0.004,0.016,0.016,0.010,0.012,0.010,0.008,0.010,0.008,0.012,0.010,0.006,0.002,0.010,0.006,0.004,0.008,0.018,0.018,0.008,0.008,0.006,0.004,0.014,0.016,0.006,0.014,0.006,0.012,0.014,0.006,0.010,0.016,0.004,0.008,0.008,0.012,0.010,0.016,0.012,0.010,0.010,0.004,0.012,0.006,0.008,0.014,0.002,0.006,0.014,0.012,0.008,0.010,0.008,0.010,0.014,0.012,0.008,0.012,0.004,0.024,0.018,0.004,0.008,0.008,0.008,0.010,0.012,0.012,0.018,0.008,0.010,0.014,0.004,0.010,0.020,500
Client  68,0.010,0.006,0.014,0.010,0.006,0.008,0.014,0.008,0.012,0.006,0.008,0.014,0.008,0.014,0.004,0.006,0.010,0.014,0.010,0.012,0.006,0.018,0.004,0.010,0.020,0.008,0.006,0.024,0.008,0.026,0.010,0.014,0.010,0.012,0.006,0.006,0.004,0.008,0.006,0.006,0.012,0.010,0.008,0.008,0.008,0.008,0.012,0.018,0.010,0.010,0.008,0.006,0.002,0.008,0.010,0.012,0.014,0.008,0.008,0.010,0.012,0.004,0.018,0.012,0.008,0.012,0.014,0.004,0.012,0.004,0.010,0.008,0.010,0.020,0.016,0.002,0.008,0.012,0.014,0.016,0.010,0.012,0.008,0.014,0.008,0.014,0.012,0.010,0.004,0.008,0.002,0.004,0.004,0.012,0.012,0.014,0.012,0.008,0.010,0.010,500
Client  69,0.008,0.016,0.016,0.004,0.006,0.014,0.002,0.008,0.012,0.008,0.012,0.018,0.010,0.010,0.014,0.012,0.020,0.008,0.010,0.006,0.010,0.014,0.010,0.006,0.018,0.008,0.008,0.006,0.004,0.014,0.018,0.004,0.012,0.002,0.026,0.008,0.008,0.012,0.004,0.006,0.014,0.010,0.010,0.008,0.006,0.006,0.010,0.004,0.006,0.012,0.012,0.012,0.012,0.022,0.008,0.010,0.004,0.014,0.022,0.004,0.014,0.016,0.006,0.006,0.014,0.012,0.010,0.008,0.010,0.006,0.010,0.012,0.008,0.012,0.002,0.022,0.010,0.010,0.008,0.012,0.004,0.014,0.012,0.008,0.012,0.004,0.010,0.010,0.010,0.016,0.012,0.002,0.004,0.006,0.006,0.004,0.014,0.012,0.004,0.010,500
Client  70,0.008,0.006,0.006,0.020,0.014,0.010,0.006,0.018,0.006,0.012,0.010,0.010,0.012,0.006,0.018,0.008,0.008,0.008,0.006,0.008,0.016,0.014,0.012,0.002,0.008,0.012,0.006,0.006,0.014,0.020,0.008,0.010,0.004,0.010,0.004,0.018,0.010,0.014,0.012,0.008,0.004,0.014,0.010,0.002,0.014,0.010,0.010,0.008,0.010,0.016,0.006,0.004,0.006,0.002,0.004,0.010,0.008,0.010,0.010,0.010,0.008,0.006,0.012,0.008,0.006,0.010,0.014,0.014,0.014,0.016,0.008,0.006,0.008,0.004,0.004,0.012,0.010,0.018,0.012,0.012,0.008,0.014,0.012,0.006,0.012,0.002,0.016,0.008,0.016,0.008,0.018,0.012,0.014,0.014,0.022,0.012,0.004,0.010,0.006,0.008,500
Client  71,0.006,0.010,0.016,0.018,0.012,0.006,0.008,0.006,0.010,0.012,0.006,0.008,0.002,0.016,0.010,0.014,0.010,0.014,0.008,0.016,0.020,0.010,0.010,0.014,0.010,0.008,0.014,0.012,0.006,0.006,0.012,0.010,0.006,0.010,0.006,0.014,0.010,0.006,0.006,0.012,0.008,0.008,0.014,0.006,0.014,0.014,0.016,0.010,0.008,0.002,0.010,0.004,0.008,0.018,0.006,0.006,0.016,0.012,0.006,0.014,0.012,0.012,0.008,0.008,0.004,0.016,0.006,0.004,0.010,0.012,0.014,0.012,0.006,0.012,0.010,0.010,0.016,0.014,0.012,0.008,0.006,0.010,0.014,0.010,0.014,0.006,0.006,0.012,0.010,0.004,0.010,0.016,0.008,0.006,0.006,0.014,0.014,0.008,0.006,0.004,500
Client  72,0.002,0.006,0.008,0.006,0.006,0.014,0.012,0.010,0.004,0.010,0.010,0.010,0.00,0.004,0.008,0.008,0.006,0.016,0.008,0.012,0.012,0.002,0.012,0.004,0.010,0.006,0.018,0.008,0.006,0.008,0.012,0.012,0.010,0.010,0.004,0.020,0.012,0.004,0.008,0.010,0.010,0.012,0.010,0.026,0.012,0.008,0.014,0.012,0.008,0.006,0.014,0.010,0.014,0.022,0.006,0.014,0.014,0.014,0.008,0.008,0.012,0.008,0.006,0.006,0.016,0.016,0.016,0.006,0.00,0.018,0.014,0.010,0.008,0.004,0.014,0.016,0.010,0.010,0.012,0.016,0.010,0.008,0.010,0.008,0.004,0.016,0.006,0.010,0.008,0.016,0.024,0.008,0.010,0.012,0.008,0.014,0.004,0.00,0.006,0.010,500
Client  73,0.010,0.004,0.004,0.010,0.016,0.016,0.012,0.014,0.010,0.004,0.008,0.008,0.006,0.016,0.018,0.016,0.016,0.004,0.008,0.016,0.012,0.014,0.010,0.014,0.014,0.014,0.010,0.006,0.008,0.010,0.010,0.008,0.006,0.014,0.014,0.006,0.008,0.010,0.010,0.012,0.010,0.010,0.010,0.008,0.016,0.016,0.006,0.006,0.016,0.006,0.008,0.006,0.020,0.012,0.012,0.016,0.010,0.008,0.010,0.006,0.010,0.012,0.006,0.010,0.006,0.014,0.008,0.016,0.006,0.002,0.006,0.012,0.008,0.004,0.004,0.016,0.010,0.004,0.010,0.014,0.004,0.002,0.018,0.012,0.008,0.016,0.008,0.008,0.012,0.012,0.002,0.012,0.008,0.00,0.012,0.004,0.012,0.012,0.014,0.008,500
Client  74,0.004,0.012,0.008,0.012,0.008,0.018,0.004,0.012,0.006,0.008,0.008,0.012,0.016,0.014,0.006,0.002,0.012,0.008,0.006,0.010,0.008,0.010,0.012,0.012,0.004,0.008,0.012,0.012,0.016,0.006,0.010,0.010,0.010,0.016,0.020,0.008,0.012,0.008,0.020,0.006,0.006,0.010,0.014,0.012,0.010,0.006,0.010,0.004,0.006,0.008,0.002,0.014,0.008,0.012,0.022,0.020,0.014,0.002,0.012,0.004,0.004,0.006,0.014,0.008,0.016,0.008,0.016,0.018,0.010,0.012,0.012,0.006,0.018,0.018,0.006,0.018,0.006,0.004,0.012,0.012,0.010,0.004,0.012,0.012,0.014,0.006,0.014,0.006,0.004,0.006,0.012,0.012,0.010,0.008,0.006,0.010,0.004,0.010,0.010,0.004,500
Client  75,0.010,0.008,0.006,0.008,0.006,0.008,0.014,0.004,0.010,0.016,0.008,0.008,0.006,0.016,0.008,0.00,0.012,0.004,0.008,0.014,0.006,0.010,0.010,0.016,0.016,0.006,0.006,0.004,0.010,0.010,0.002,0.006,0.014,0.002,0.006,0.014,0.008,0.012,0.018,0.004,0.008,0.008,0.014,0.014,0.008,0.014,0.014,0.004,0.010,0.006,0.010,0.006,0.014,0.010,0.004,0.010,0.014,0.008,0.008,0.010,0.014,0.014,0.008,0.014,0.004,0.012,0.008,0.004,0.008,0.014,0.020,0.014,0.016,0.014,0.026,0.012,0.014,0.002,0.012,0.008,0.008,0.010,0.018,0.010,0.002,0.006,0.024,0.016,0.010,0.002,0.006,0.012,0.016,0.008,0.006,0.020,0.010,0.006,0.004,0.020,500
Client  76,0.010,0.012,0.010,0.010,0.004,0.012,0.018,0.010,0.010,0.006,0.008,0.004,0.008,0.018,0.008,0.012,0.008,0.010,0.008,0.014,0.008,0.014,0.014,0.004,0.014,0.010,0.008,0.006,0.004,0.008,0.018,0.006,0.004,0.024,0.008,0.010,0.014,0.014,0.008,0.004,0.006,0.006,0.006,0.014,0.012,0.012,0.014,0.004,0.014,0.010,0.008,0.010,0.008,0.010,0.004,0.010,0.014,0.004,0.016,0.008,0.012,0.014,0.008,0.010,0.006,0.008,0.010,0.012,0.008,0.016,0.010,0.020,0.004,0.020,0.014,0.010,0.004,0.010,0.006,0.010,0.012,0.008,0.016,0.008,0.008,0.014,0.008,0.008,0.010,0.006,0.004,0.010,0.010,0.012,0.010,0.010,0.012,0.014,0.012,0.006,500
Client  77,0.016,0.010,0.012,0.010,0.004,0.008,0.018,0.012,0.006,0.012,0.014,0.008,0.008,0.014,0.004,0.008,0.008,0.010,0.016,0.008,0.014,0.010,0.008,0.006,0.006,0.010,0.012,0.004,0.010,0.010,0.014,0.008,0.012,0.016,0.012,0.006,0.008,0.010,0.006,0.006,0.018,0.010,0.008,0.008,0.012,0.006,0.014,0.010,0.006,0.014,0.002,0.008,0.002,0.012,0.010,0.006,0.014,0.004,0.008,0.012,0.008,0.014,0.018,0.002,0.006,0.012,0.010,0.006,0.008,0.008,0.014,0.004,0.010,0.016,0.024,0.014,0.010,0.006,0.018,0.008,0.020,0.002,0.004,0.006,0.014,0.016,0.016,0.020,0.010,0.008,0.004,0.006,0.014,0.002,0.004,0.016,0.016,0.004,0.014,0.010,500
Client  78,0.008,0.014,0.004,0.014,0.014,0.020,0.004,0.014,0.006,0.004,0.004,0.006,0.010,0.016,0.010,0.012,0.004,0.008,0.010,0.010,0.006,0.004,0.012,0.014,0.008,0.012,0.008,0.006,0.014,0.014,0.008,0.010,0.006,0.010,0.012,0.012,0.010,0.008,0.006,0.010,0.006,0.018,0.014,0.010,0.012,0.006,0.010,0.020,0.012,0.024,0.002,0.010,0.020,0.014,0.016,0.010,0.006,0.012,0.008,0.016,0.012,0.014,0.008,0.014,0.002,0.016,0.002,0.010,0.006,0.012,0.008,0.008,0.006,0.008,0.006,0.006,0.006,0.016,0.008,0.008,0.012,0.010,0.010,0.018,0.010,0.006,0.010,0.016,0.014,0.008,0.008,0.002,0.014,0.004,0.004,0.008,0.012,0.012,0.010,0.008,500
Client  79,0.014,0.008,0.008,0.012,0.004,0.002,0.010,0.012,0.006,0.008,0.008,0.010,0.010,0.006,0.006,0.008,0.010,0.014,0.010,0.016,0.016,0.010,0.012,0.012,0.006,0.006,0.018,0.002,0.012,0.006,0.012,0.006,0.012,0.012,0.012,0.012,0.012,0.010,0.006,0.012,0.016,0.012,0.008,0.020,0.004,0.012,0.016,0.006,0.008,0.012,0.010,0.012,0.010,0.008,0.010,0.002,0.016,0.016,0.006,0.004,0.020,0.006,0.020,0.004,0.008,0.012,0.014,0.008,0.012,0.004,0.006,0.022,0.010,0.008,0.010,0.010,0.012,0.008,0.004,0.020,0.006,0.018,0.006,0.008,0.010,0.010,0.008,0.016,0.006,0.006,0.006,0.010,0.016,0.006,0.010,0.004,0.006,0.018,0.012,0.004,500
Client  80,0.012,0.010,0.012,0.006,0.016,0.010,0.002,0.022,0.008,0.014,0.014,0.012,0.012,0.014,0.010,0.016,0.002,0.008,0.014,0.008,0.008,0.012,0.008,0.016,0.006,0.006,0.020,0.008,0.008,0.020,0.008,0.014,0.010,0.008,0.002,0.008,0.012,0.008,0.006,0.018,0.014,0.002,0.008,0.014,0.016,0.006,0.008,0.018,0.008,0.006,0.012,0.00,0.008,0.008,0.014,0.010,0.012,0.004,0.018,0.008,0.004,0.010,0.010,0.014,0.012,0.008,0.002,0.002,0.014,0.006,0.006,0.012,0.010,0.006,0.008,0.008,0.018,0.002,0.012,0.018,0.012,0.008,0.002,0.010,0.006,0.016,0.008,0.016,0.016,0.002,0.008,0.010,0.010,0.016,0.006,0.014,0.002,0.012,0.010,0.012,500
Client  81,0.012,0.004,0.010,0.010,0.008,0.010,0.008,0.006,0.012,0.006,0.016,0.008,0.008,0.006,0.012,0.008,0.010,0.014,0.010,0.006,0.016,0.004,0.012,0.016,0.012,0.010,0.008,0.010,0.008,0.016,0.008,0.006,0.010,0.014,0.004,0.006,0.012,0.004,0.012,0.008,0.006,0.012,0.012,0.002,0.004,0.010,0.010,0.030,0.012,0.008,0.014,0.012,0.006,0.026,0.016,0.010,0.012,0.010,0.010,0.008,0.006,0.006,0.008,0.014,0.020,0.008,0.010,0.008,0.014,0.010,0.010,0.010,0.006,0.014,0.012,0.012,0.010,0.012,0.014,0.010,0.002,0.004,0.010,0.010,0.008,0.006,0.002,0.016,0.006,0.004,0.004,0.014,0.012,0.008,0.016,0.008,0.008,0.014,0.012,0.012,500
Client  82,0.004,0.006,0.010,0.006,0.016,0.012,0.012,0.012,0.006,0.008,0.010,0.006,0.010,0.012,0.016,0.006,0.010,0.010,0.012,0.012,0.008,0.010,0.020,0.014,0.008,0.010,0.014,0.016,0.014,0.002,0.014,0.012,0.012,0.014,0.010,0.014,0.012,0.018,0.008,0.006,0.004,0.006,0.014,0.010,0.008,0.012,0.008,0.016,0.014,0.008,0.018,0.010,0.006,0.026,0.006,0.006,0.008,0.008,0.008,0.006,0.012,0.010,0.014,0.006,0.016,0.004,0.010,0.016,0.010,0.002,0.010,0.002,0.012,0.010,0.012,0.006,0.012,0.004,0.012,0.004,0.012,0.010,0.008,0.004,0.010,0.010,0.010,0.020,0.008,0.010,0.010,0.014,0.002,0.010,0.010,0.006,0.006,0.010,0.006,0.006,500
Client  83,0.012,0.018,0.012,0.006,0.016,0.008,0.014,0.008,0.012,0.012,0.018,0.006,0.010,0.008,0.006,0.008,0.006,0.012,0.004,0.006,0.008,0.012,0.016,0.004,0.014,0.008,0.014,0.008,0.008,0.012,0.008,0.016,0.006,0.012,0.006,0.014,0.008,0.006,0.008,0.004,0.014,0.006,0.004,0.010,0.012,0.020,0.006,0.010,0.010,0.012,0.012,0.012,0.012,0.016,0.016,0.004,0.008,0.026,0.008,0.008,0.014,0.006,0.010,0.008,0.018,0.012,0.012,0.008,0.010,0.006,0.008,0.006,0.018,0.012,0.012,0.004,0.016,0.002,0.012,0.012,0.006,0.008,0.010,0.010,0.004,0.012,0.006,0.006,0.002,0.010,0.012,0.014,0.012,0.010,0.006,0.010,0.010,0.008,0.010,0.008,500
Client  84,0.008,0.006,0.008,0.010,0.008,0.008,0.016,0.006,0.018,0.004,0.012,0.008,0.012,0.010,0.022,0.014,0.006,0.010,0.016,0.012,0.014,0.008,0.008,0.012,0.004,0.010,0.016,0.012,0.00,0.012,0.014,0.008,0.012,0.006,0.012,0.010,0.008,0.002,0.016,0.010,0.014,0.004,0.018,0.010,0.002,0.004,0.010,0.008,0.006,0.008,0.008,0.016,0.012,0.010,0.020,0.006,0.006,0.020,0.014,0.006,0.008,0.010,0.008,0.012,0.008,0.004,0.010,0.008,0.008,0.010,0.012,0.008,0.008,0.014,0.008,0.014,0.022,0.010,0.008,0.004,0.010,0.008,0.012,0.012,0.006,0.014,0.010,0.010,0.006,0.016,0.018,0.014,0.008,0.008,0.004,0.008,0.010,0.004,0.010,0.008,500
Client  85,0.004,0.008,0.006,0.016,0.018,0.006,0.014,0.016,0.018,0.006,0.014,0.008,0.018,0.012,0.008,0.014,0.008,0.014,0.016,0.002,0.004,0.010,0.022,0.010,0.006,0.008,0.018,0.008,0.016,0.010,0.012,0.012,0.012,0.010,0.008,0.012,0.010,0.008,0.008,0.002,0.006,0.004,0.018,0.010,0.010,0.006,0.006,0.014,0.006,0.020,0.004,0.010,0.008,0.006,0.012,0.010,0.016,0.006,0.018,0.006,0.010,0.012,0.010,0.002,0.008,0.004,0.006,0.004,0.016,0.008,0.008,0.002,0.002,0.014,0.008,0.006,0.012,0.014,0.010,0.008,0.012,0.012,0.008,0.020,0.008,0.012,0.006,0.006,0.014,0.014,0.006,0.010,0.006,0.006,0.016,0.008,0.014,0.014,0.004,0.012,500
Client  86,0.012,0.010,0.014,0.014,0.012,0.016,0.016,0.004,0.014,0.012,0.016,0.008,0.010,0.006,0.016,0.014,0.014,0.014,0.004,0.018,0.010,0.012,0.006,0.010,0.010,0.006,0.006,0.014,0.004,0.006,0.014,0.010,0.008,0.018,0.010,0.016,0.008,0.006,0.008,0.004,0.004,0.016,0.006,0.010,0.010,0.008,0.012,0.008,0.004,0.010,0.008,0.016,0.010,0.002,0.014,0.004,0.012,0.006,0.006,0.008,0.010,0.016,0.014,0.008,0.010,0.010,0.006,0.006,0.006,0.020,0.004,0.008,0.008,0.010,0.010,0.010,0.008,0.006,0.006,0.004,0.008,0.014,0.014,0.010,0.006,0.004,0.008,0.006,0.010,0.018,0.016,0.014,0.014,0.010,0.008,0.012,0.008,0.006,0.016,0.014,500
Client  87,0.010,0.006,0.006,0.006,0.016,0.016,0.012,0.004,0.014,0.014,0.006,0.018,0.006,0.014,0.006,0.012,0.016,0.014,0.006,0.016,0.008,0.010,0.008,0.006,0.008,0.004,0.014,0.014,0.020,0.008,0.006,0.016,0.010,0.014,0.018,0.014,0.010,0.006,0.010,0.00,0.018,0.008,0.004,0.010,0.008,0.012,0.010,0.012,0.004,0.004,0.012,0.008,0.012,0.004,0.002,0.010,0.012,0.014,0.010,0.012,0.006,0.004,0.014,0.004,0.002,0.020,0.010,0.012,0.012,0.016,0.014,0.016,0.008,0.002,0.012,0.008,0.006,0.008,0.00,0.010,0.002,0.018,0.002,0.014,0.006,0.006,0.012,0.014,0.006,0.016,0.016,0.006,0.012,0.016,0.008,0.012,0.008,0.014,0.014,0.006,500
Client  88,0.012,0.012,0.006,0.010,0.006,0.010,0.010,0.014,0.004,0.008,0.008,0.010,0.016,0.002,0.006,0.004,0.004,0.020,0.014,0.006,0.008,0.008,0.012,0.008,0.012,0.004,0.014,0.008,0.010,0.010,0.004,0.010,0.006,0.018,0.006,0.014,0.010,0.014,0.008,0.018,0.006,0.010,0.020,0.006,0.002,0.006,0.008,0.006,0.012,0.016,0.004,0.008,0.010,0.012,0.012,0.012,0.014,0.014,0.006,0.006,0.012,0.012,0.008,0.014,0.010,0.010,0.016,0.012,0.008,0.018,0.014,0.008,0.010,0.014,0.006,0.004,0.014,0.014,0.014,0.008,0.014,0.008,0.010,0.002,0.014,0.006,0.012,0.002,0.008,0.020,0.014,0.016,0.00,0.012,0.008,0.014,0.014,0.012,0.008,0.006,500
Client  89,0.012,0.00,0.010,0.004,0.006,0.012,0.024,0.006,0.008,0.006,0.006,0.006,0.008,0.010,0.008,0.004,0.014,0.008,0.004,0.012,0.016,0.010,0.010,0.006,0.008,0.028,0.006,0.016,0.010,0.012,0.006,0.006,0.004,0.020,0.016,0.006,0.012,0.012,0.012,0.010,0.014,0.008,0.008,0.016,0.004,0.006,0.010,0.016,0.010,0.010,0.018,0.014,0.014,0.016,0.010,0.010,0.006,0.012,0.018,0.008,0.004,0.008,0.012,0.014,0.012,0.006,0.006,0.006,0.016,0.008,0.010,0.010,0.002,0.006,0.006,0.010,0.006,0.006,0.018,0.012,0.018,0.006,0.006,0.016,0.008,0.012,0.018,0.008,0.008,0.006,0.004,0.012,0.012,0.006,0.006,0.010,0.012,0.012,0.012,0.008,500
Client  90,0.022,0.010,0.004,0.002,0.008,0.006,0.008,0.008,0.014,0.010,0.012,0.012,0.020,0.014,0.008,0.010,0.018,0.010,0.008,0.010,0.012,0.008,0.014,0.006,0.010,0.016,0.008,0.016,0.010,0.002,0.006,0.010,0.012,0.012,0.012,0.018,0.010,0.018,0.020,0.010,0.004,0.008,0.006,0.010,0.014,0.010,0.006,0.012,0.016,0.008,0.006,0.010,0.008,0.006,0.006,0.006,0.010,0.006,0.006,0.008,0.010,0.010,0.006,0.016,0.006,0.006,0.006,0.014,0.006,0.010,0.008,0.006,0.014,0.012,0.008,0.006,0.016,0.012,0.008,0.006,0.016,0.008,0.014,0.014,0.014,0.014,0.012,0.008,0.012,0.008,0.004,0.004,0.014,0.012,0.010,0.006,0.010,0.010,0.010,0.004,500
Client  91,0.010,0.014,0.002,0.006,0.010,0.010,0.012,0.016,0.014,0.012,0.002,0.012,0.006,0.012,0.014,0.010,0.008,0.012,0.010,0.010,0.008,0.012,0.014,0.006,0.008,0.00,0.012,0.004,0.008,0.006,0.006,0.018,0.010,0.010,0.012,0.008,0.016,0.016,0.014,0.016,0.010,0.014,0.008,0.010,0.008,0.006,0.012,0.010,0.006,0.012,0.004,0.010,0.024,0.022,0.014,0.008,0.008,0.008,0.022,0.008,0.014,0.008,0.004,0.004,0.010,0.012,0.016,0.010,0.008,0.006,0.002,0.004,0.004,0.016,0.008,0.008,0.004,0.004,0.012,0.006,0.002,0.010,0.014,0.004,0.006,0.016,0.016,0.008,0.004,0.012,0.004,0.012,0.012,0.016,0.002,0.014,0.022,0.020,0.006,0.010,500
Client  92,0.006,0.006,0.010,0.012,0.004,0.010,0.016,0.012,0.002,0.008,0.004,0.008,0.016,0.006,0.008,0.014,0.012,0.012,0.012,0.006,0.016,0.012,0.008,0.006,0.014,0.010,0.006,0.010,0.008,0.010,0.010,0.012,0.014,0.006,0.012,0.010,0.012,0.012,0.006,0.010,0.004,0.002,0.006,0.012,0.016,0.014,0.016,0.004,0.020,0.010,0.012,0.008,0.008,0.014,0.016,0.018,0.008,0.004,0.004,0.006,0.014,0.008,0.004,0.012,0.018,0.008,0.016,0.012,0.014,0.004,0.010,0.008,0.018,0.008,0.006,0.004,0.014,0.016,0.008,0.018,0.012,0.012,0.006,0.008,0.012,0.008,0.008,0.010,0.012,0.004,0.016,0.006,0.014,0.010,0.006,0.010,0.006,0.012,0.010,0.008,500
Client  93,0.008,0.014,0.010,0.002,0.012,0.008,0.014,0.006,0.014,0.004,0.010,0.012,0.010,0.012,0.008,0.012,0.012,0.010,0.012,0.010,0.006,0.012,0.018,0.010,0.006,0.010,0.008,0.004,0.008,0.012,0.008,0.018,0.012,0.014,0.008,0.010,0.010,0.004,0.010,0.016,0.006,0.006,0.006,0.006,0.008,0.004,0.012,0.010,0.010,0.014,0.012,0.016,0.008,0.014,0.016,0.010,0.006,0.006,0.008,0.006,0.008,0.010,0.016,0.012,0.006,0.012,0.014,0.010,0.006,0.008,0.006,0.012,0.006,0.006,0.010,0.014,0.004,0.006,0.006,0.014,0.020,0.006,0.014,0.004,0.006,0.008,0.018,0.010,0.012,0.014,0.008,0.016,0.010,0.006,0.014,0.014,0.014,0.010,0.010,0.012,500
Client  94,0.014,0.008,0.012,0.016,0.008,0.002,0.008,0.012,0.010,0.012,0.010,0.006,0.018,0.014,0.010,0.006,0.012,0.008,0.008,0.006,0.008,0.012,0.008,0.016,0.014,0.010,0.014,0.020,0.006,0.008,0.016,0.008,0.008,0.008,0.008,0.014,0.004,0.012,0.010,0.00,0.010,0.012,0.016,0.018,0.008,0.012,0.012,0.012,0.014,0.010,0.010,0.012,0.002,0.006,0.020,0.016,0.008,0.016,0.004,0.012,0.016,0.016,0.014,0.010,0.012,0.004,0.012,0.006,0.008,0.004,0.004,0.020,0.012,0.008,0.004,0.014,0.006,0.006,0.006,0.008,0.016,0.00,0.010,0.006,0.014,0.010,0.006,0.012,0.00,0.012,0.008,0.010,0.016,0.012,0.008,0.006,0.004,0.012,0.002,0.012,500
Client  95,0.012,0.008,0.016,0.006,0.012,0.010,0.012,0.006,0.006,0.014,0.008,0.006,0.008,0.008,0.008,0.008,0.020,0.006,0.002,0.008,0.010,0.020,0.008,0.016,0.010,0.012,0.002,0.008,0.010,0.008,0.014,0.008,0.006,0.020,0.008,0.014,0.002,0.014,0.008,0.008,0.012,0.008,0.012,0.018,0.010,0.016,0.006,0.010,0.006,0.018,0.014,0.006,0.008,0.010,0.010,0.006,0.006,0.008,0.012,0.020,0.006,0.012,0.010,0.014,0.014,0.018,0.010,0.014,0.006,0.014,0.008,0.006,0.014,0.004,0.006,0.010,0.006,0.006,0.014,0.006,0.012,0.018,0.004,0.010,0.014,0.004,0.010,0.008,0.010,0.010,0.016,0.008,0.006,0.012,0.006,0.012,0.008,0.012,0.008,0.008,500
Client  96,0.010,0.008,0.002,0.014,0.008,0.014,0.010,0.010,0.006,0.008,0.014,0.012,0.018,0.006,0.006,0.014,0.002,0.002,0.024,0.008,0.012,0.012,0.012,0.020,0.010,0.008,0.018,0.008,0.020,0.010,0.012,0.006,0.010,0.004,0.008,0.006,0.014,0.006,0.010,0.008,0.012,0.018,0.008,0.010,0.010,0.016,0.008,0.004,0.008,0.012,0.006,0.014,0.004,0.012,0.006,0.016,0.010,0.008,0.008,0.006,0.010,0.002,0.008,0.018,0.014,0.012,0.008,0.018,0.010,0.002,0.008,0.014,0.002,0.012,0.010,0.010,0.018,0.006,0.004,0.012,0.008,0.008,0.014,0.010,0.006,0.004,0.014,0.012,0.010,0.006,0.006,0.012,0.010,0.014,0.008,0.012,0.008,0.016,0.010,0.008,500
Client  97,0.024,0.016,0.012,0.010,0.006,0.010,0.010,0.014,0.008,0.010,0.012,0.006,0.012,0.012,0.008,0.006,0.008,0.004,0.008,0.008,0.018,0.006,0.016,0.014,0.012,0.006,0.010,0.008,0.008,0.014,0.006,0.006,0.010,0.006,0.014,0.006,0.006,0.006,0.010,0.006,0.008,0.016,0.018,0.012,0.016,0.010,0.012,0.004,0.008,0.006,0.006,0.010,0.00,0.004,0.006,0.004,0.008,0.014,0.006,0.018,0.016,0.012,0.006,0.012,0.012,0.006,0.010,0.010,0.010,0.006,0.002,0.008,0.012,0.006,0.018,0.014,0.014,0.018,0.010,0.012,0.010,0.010,0.006,0.008,0.008,0.014,0.006,0.010,0.016,0.014,0.018,0.008,0.008,0.016,0.014,0.012,0.010,0.002,0.010,0.008,500
