Class frequencies:
client,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28,class29,class30,class31,class32,class33,class34,class35,class36,class37,class38,class39,class40,class41,class42,class43,class44,class45,class46,class47,class48,class49,class50,class51,class52,class53,class54,class55,class56,class57,class58,class59,class60,class61,class62,class63,class64,class65,class66,class67,class68,class69,class70,class71,class72,class73,class74,class75,class76,class77,class78,class79,class80,class81,class82,class83,class84,class85,class86,class87,class88,class89,class90,class91,class92,class93,class94,class95,class96,class97,class98,class99,Amount
Client  65,0.012,0.018,0.003,0.015,0.012,0.021,0.012,0.009,0.006,0.006,0.009,0.00,0.018,0.015,0.006,0.006,0.009,0.006,0.018,0.00,0.003,0.012,0.015,0.018,0.003,0.006,0.012,0.009,0.015,0.009,0.006,0.021,0.009,0.012,0.015,0.009,0.012,0.012,0.012,0.018,0.006,0.00,0.021,0.003,0.006,0.003,0.009,0.009,0.003,0.021,0.021,0.006,0.00,0.015,0.003,0.012,0.006,0.00,0.015,0.012,0.006,0.015,0.009,0.015,0.006,0.012,0.009,0.012,0.012,0.009,0.003,0.015,0.009,0.009,0.009,0.006,0.009,0.018,0.015,0.015,0.003,0.003,0.009,0.006,0.015,0.006,0.015,0.00,0.006,0.009,0.006,0.006,0.009,0.009,0.015,0.009,0.018,0.021,0.012,0.00,330
Client  66,0.006,0.006,0.018,0.009,0.003,0.006,0.006,0.018,0.018,0.006,0.003,0.012,0.024,0.009,0.012,0.003,0.009,0.006,0.003,0.015,0.012,0.006,0.015,0.018,0.003,0.006,0.027,0.015,0.009,0.006,0.003,0.015,0.003,0.018,0.009,0.009,0.009,0.009,0.018,0.012,0.015,0.003,0.00,0.018,0.018,0.006,0.009,0.012,0.018,0.006,0.006,0.018,0.006,0.018,0.006,0.015,0.012,0.006,0.009,0.006,0.009,0.003,0.006,0.003,0.00,0.009,0.015,0.009,0.009,0.018,0.009,0.006,0.012,0.006,0.012,0.018,0.012,0.006,0.015,0.015,0.012,0.018,0.006,0.003,0.006,0.006,0.006,0.009,0.00,0.006,0.003,0.012,0.009,0.009,0.00,0.009,0.021,0.015,0.012,0.012,329
Client  67,0.008,0.011,0.010,0.013,0.010,0.017,0.010,0.013,0.010,0.008,0.010,0.013,0.008,0.010,0.010,0.011,0.021,0.011,0.013,0.017,0.006,0.011,0.011,0.008,0.010,0.011,0.013,0.010,0.011,0.008,0.008,0.019,0.011,0.013,0.008,0.011,0.008,0.006,0.008,0.008,0.008,0.013,0.006,0.010,0.010,0.008,0.008,0.011,0.017,0.004,0.013,0.006,0.006,0.021,0.002,0.015,0.010,0.008,0.010,0.004,0.013,0.013,0.006,0.015,0.013,0.011,0.008,0.011,0.004,0.006,0.015,0.008,0.006,0.004,0.004,0.008,0.011,0.010,0.008,0.008,0.013,0.008,0.015,0.008,0.008,0.010,0.006,0.011,0.008,0.011,0.015,0.006,0.008,0.017,0.008,0.013,0.011,0.006,0.002,0.015,523
Client  68,0.010,0.009,0.014,0.008,0.009,0.007,0.006,0.011,0.010,0.014,0.009,0.013,0.009,0.006,0.010,0.012,0.012,0.008,0.015,0.009,0.009,0.007,0.010,0.015,0.009,0.009,0.014,0.010,0.006,0.011,0.009,0.013,0.007,0.024,0.018,0.010,0.008,0.010,0.008,0.011,0.009,0.010,0.009,0.006,0.015,0.013,0.011,0.003,0.014,0.013,0.008,0.007,0.011,0.009,0.008,0.008,0.011,0.010,0.006,0.008,0.011,0.011,0.008,0.010,0.019,0.013,0.010,0.014,0.010,0.007,0.007,0.011,0.006,0.006,0.012,0.010,0.010,0.010,0.014,0.009,0.010,0.008,0.012,0.008,0.003,0.011,0.013,0.017,0.008,0.009,0.006,0.010,0.012,0.009,0.009,0.008,0.008,0.009,0.012,0.013,909
Client  69,0.006,0.014,0.019,0.017,0.017,0.003,0.014,0.017,0.006,0.003,0.008,0.017,0.003,0.017,0.006,0.006,0.006,0.011,0.008,0.017,0.006,0.011,0.003,0.008,0.011,0.017,0.006,0.006,0.014,0.014,0.003,0.003,0.006,0.014,0.008,0.011,0.014,0.011,0.011,0.017,0.011,0.008,0.011,0.017,0.011,0.014,0.014,0.003,0.008,0.008,0.008,0.00,0.014,0.014,0.017,0.011,0.011,0.014,0.006,0.011,0.003,0.008,0.011,0.006,0.006,0.008,0.011,0.014,0.006,0.017,0.006,0.011,0.019,0.003,0.017,0.008,0.011,0.008,0.008,0.008,0.00,0.011,0.011,0.003,0.014,0.003,0.019,0.006,0.006,0.011,0.006,0.017,0.011,0.008,0.014,0.003,0.014,0.017,0.014,0.019,363
Client  70,0.004,0.015,0.015,0.006,0.006,0.004,0.004,0.006,0.006,0.011,0.013,0.006,0.009,0.011,0.004,0.004,0.011,0.006,0.011,0.019,0.013,0.004,0.009,0.019,0.002,0.011,0.011,0.015,0.013,0.006,0.009,0.009,0.019,0.009,0.017,0.019,0.004,0.002,0.011,0.013,0.009,0.009,0.011,0.009,0.004,0.011,0.006,0.009,0.017,0.023,0.009,0.017,0.009,0.015,0.011,0.021,0.019,0.009,0.006,0.030,0.013,0.004,0.004,0.006,0.004,0.009,0.006,0.006,0.011,0.009,0.004,0.013,0.015,0.006,0.009,0.009,0.009,0.015,0.015,0.006,0.004,0.013,0.011,0.006,0.019,0.006,0.006,0.011,0.006,0.013,0.002,0.009,0.009,0.011,0.011,0.013,0.013,0.009,0.004,0.017,470
Client  71,0.010,0.008,0.008,0.015,0.013,0.004,0.015,0.010,0.006,0.010,0.010,0.004,0.008,0.017,0.008,0.006,0.010,0.008,0.008,0.002,0.013,0.023,0.010,0.013,0.008,0.006,0.013,0.012,0.010,0.012,0.010,0.002,0.012,0.004,0.010,0.017,0.008,0.012,0.008,0.010,0.012,0.010,0.008,0.010,0.008,0.006,0.004,0.002,0.019,0.019,0.006,0.010,0.008,0.006,0.006,0.015,0.013,0.013,0.013,0.012,0.006,0.012,0.00,0.012,0.010,0.013,0.006,0.010,0.004,0.017,0.008,0.012,0.013,0.013,0.008,0.008,0.012,0.004,0.012,0.017,0.006,0.006,0.006,0.013,0.006,0.00,0.013,0.010,0.021,0.008,0.010,0.010,0.015,0.015,0.010,0.017,0.010,0.015,0.017,0.013,520
Client  72,0.010,0.007,0.010,0.013,0.010,0.013,0.007,0.013,0.013,0.00,0.007,0.003,0.003,0.010,0.010,0.010,0.003,0.020,0.010,0.007,0.013,0.017,0.013,0.013,0.00,0.013,0.003,0.010,0.010,0.020,0.003,0.013,0.00,0.007,0.010,0.003,0.010,0.020,0.00,0.017,0.007,0.010,0.003,0.010,0.007,0.010,0.007,0.010,0.010,0.013,0.010,0.010,0.010,0.003,0.010,0.00,0.00,0.017,0.010,0.007,0.010,0.010,0.017,0.010,0.003,0.007,0.020,0.017,0.010,0.020,0.013,0.010,0.010,0.010,0.003,0.033,0.010,0.013,0.013,0.007,0.017,0.023,0.013,0.010,0.010,0.007,0.007,0.007,0.017,0.007,0.010,0.003,0.020,0.010,0.007,0.010,0.010,0.010,0.007,0.017,302
Client  73,0.009,0.002,0.014,0.014,0.016,0.009,0.005,0.018,0.016,0.005,0.016,0.009,0.002,0.007,0.005,0.014,0.009,0.011,0.023,0.009,0.005,0.016,0.007,0.014,0.005,0.016,0.014,0.009,0.014,0.009,0.016,0.021,0.005,0.007,0.016,0.014,0.018,0.011,0.007,0.002,0.007,0.007,0.007,0.002,0.009,0.009,0.009,0.011,0.005,0.011,0.014,0.011,0.005,0.016,0.011,0.009,0.00,0.007,0.014,0.007,0.014,0.011,0.007,0.011,0.009,0.009,0.011,0.021,0.005,0.011,0.005,0.016,0.007,0.016,0.014,0.005,0.011,0.005,0.009,0.009,0.011,0.007,0.007,0.009,0.011,0.009,0.002,0.009,0.009,0.011,0.007,0.007,0.009,0.018,0.014,0.005,0.009,0.009,0.011,0.009,437
Client  74,0.009,0.011,0.009,0.00,0.017,0.013,0.020,0.013,0.015,0.009,0.013,0.004,0.011,0.009,0.015,0.011,0.017,0.020,0.007,0.007,0.011,0.00,0.011,0.007,0.011,0.002,0.011,0.007,0.009,0.009,0.013,0.015,0.013,0.007,0.017,0.011,0.011,0.015,0.007,0.004,0.002,0.004,0.015,0.017,0.002,0.007,0.011,0.007,0.007,0.017,0.017,0.007,0.015,0.017,0.007,0.011,0.011,0.009,0.011,0.007,0.011,0.004,0.009,0.007,0.007,0.020,0.011,0.013,0.004,0.004,0.011,0.004,0.013,0.007,0.024,0.017,0.007,0.009,0.004,0.015,0.009,0.009,0.007,0.007,0.002,0.017,0.007,0.004,0.004,0.011,0.002,0.007,0.020,0.013,0.011,0.004,0.015,0.011,0.00,0.020,458
Client  75,0.008,0.008,0.008,0.013,0.010,0.006,0.008,0.002,0.012,0.013,0.019,0.008,0.010,0.013,0.006,0.008,0.002,0.004,0.008,0.006,0.012,0.012,0.008,0.012,0.015,0.010,0.013,0.008,0.008,0.008,0.010,0.017,0.013,0.017,0.013,0.012,0.019,0.013,0.013,0.010,0.013,0.004,0.010,0.006,0.006,0.017,0.010,0.012,0.013,0.013,0.010,0.010,0.015,0.008,0.006,0.010,0.012,0.015,0.012,0.006,0.006,0.004,0.008,0.008,0.008,0.010,0.013,0.010,0.004,0.015,0.013,0.017,0.015,0.008,0.002,0.010,0.013,0.006,0.013,0.004,0.006,0.012,0.013,0.012,0.010,0.008,0.006,0.015,0.019,0.013,0.004,0.008,0.010,0.004,0.013,0.013,0.002,0.012,0.008,0.010,520
Client  76,0.009,0.011,0.011,0.013,0.007,0.013,0.020,0.020,0.020,0.017,0.017,0.015,0.002,0.013,0.004,0.002,0.009,0.002,0.011,0.004,0.002,0.004,0.004,0.013,0.015,0.017,0.009,0.013,0.002,0.007,0.007,0.009,0.002,0.013,0.011,0.011,0.015,0.015,0.017,0.011,0.011,0.015,0.011,0.015,0.011,0.015,0.007,0.007,0.004,0.015,0.007,0.009,0.009,0.017,0.009,0.009,0.013,0.002,0.011,0.002,0.007,0.004,0.007,0.011,0.015,0.009,0.011,0.011,0.011,0.007,0.009,0.017,0.007,0.017,0.007,0.009,0.007,0.009,0.011,0.017,0.007,0.015,0.007,0.004,0.004,0.017,0.009,0.004,0.017,0.013,0.009,0.015,0.004,0.009,0.011,0.011,0.002,0.009,0.007,0.009,459
Client  77,0.014,0.020,0.017,0.014,0.007,0.008,0.008,0.008,0.015,0.012,0.014,0.012,0.008,0.010,0.007,0.010,0.012,0.007,0.010,0.010,0.007,0.005,0.007,0.010,0.005,0.010,0.010,0.008,0.005,0.010,0.007,0.019,0.012,0.008,0.014,0.008,0.014,0.015,0.015,0.010,0.010,0.010,0.008,0.017,0.008,0.012,0.008,0.015,0.007,0.008,0.015,0.008,0.005,0.005,0.007,0.007,0.007,0.010,0.022,0.002,0.007,0.010,0.015,0.007,0.014,0.003,0.010,0.008,0.007,0.012,0.003,0.003,0.007,0.003,0.007,0.003,0.007,0.010,0.008,0.015,0.019,0.015,0.014,0.015,0.010,0.010,0.008,0.015,0.012,0.012,0.014,0.012,0.014,0.012,0.008,0.010,0.003,0.005,0.005,0.007,589
Client  78,0.017,0.004,0.017,0.006,0.009,0.006,0.006,0.013,0.004,0.011,0.013,0.006,0.011,0.004,0.009,0.011,0.015,0.002,0.009,0.009,0.022,0.004,0.006,0.013,0.015,0.006,0.002,0.009,0.009,0.017,0.009,0.006,0.011,0.006,0.006,0.002,0.015,0.015,0.009,0.004,0.017,0.011,0.013,0.011,0.006,0.015,0.013,0.017,0.004,0.004,0.006,0.019,0.015,0.009,0.002,0.004,0.013,0.019,0.009,0.013,0.002,0.009,0.015,0.013,0.006,0.009,0.015,0.013,0.019,0.009,0.011,0.019,0.009,0.009,0.004,0.009,0.009,0.006,0.009,0.022,0.013,0.015,0.009,0.011,0.002,0.009,0.013,0.009,0.017,0.011,0.004,0.015,0.009,0.006,0.009,0.006,0.009,0.009,0.004,0.009,462
Client  79,0.006,0.006,0.006,0.009,0.006,0.006,0.021,0.006,0.018,0.021,0.015,0.006,0.006,0.012,0.009,0.015,0.015,0.021,0.012,0.021,0.006,0.021,0.003,0.009,0.027,0.003,0.003,0.021,0.003,0.009,0.015,0.012,0.012,0.00,0.012,0.006,0.012,0.009,0.006,0.006,0.00,0.009,0.012,0.030,0.012,0.012,0.003,0.006,0.018,0.009,0.003,0.012,0.018,0.015,0.006,0.009,0.009,0.009,0.006,0.024,0.003,0.009,0.012,0.027,0.009,0.00,0.003,0.00,0.006,0.006,0.012,0.003,0.003,0.009,0.009,0.003,0.009,0.012,0.012,0.015,0.012,0.006,0.003,0.012,0.003,0.003,0.003,0.00,0.027,0.009,0.009,0.012,0.018,0.012,0.006,0.003,0.015,0.009,0.006,0.006,330
Client  80,0.011,0.021,0.008,0.016,0.008,0.008,0.008,0.013,0.008,0.011,0.011,0.008,0.003,0.003,0.005,0.003,0.013,0.005,0.00,0.016,0.008,0.013,0.013,0.008,0.008,0.011,0.008,0.005,0.013,0.024,0.013,0.013,0.013,0.016,0.008,0.011,0.013,0.005,0.008,0.016,0.003,0.011,0.011,0.008,0.003,0.013,0.021,0.008,0.008,0.008,0.016,0.016,0.005,0.013,0.019,0.005,0.016,0.011,0.016,0.013,0.008,0.003,0.008,0.013,0.005,0.005,0.008,0.008,0.005,0.011,0.019,0.013,0.013,0.013,0.013,0.003,0.008,0.008,0.008,0.013,0.005,0.019,0.003,0.00,0.003,0.005,0.024,0.008,0.005,0.008,0.003,0.013,0.011,0.011,0.003,0.005,0.013,0.013,0.005,0.029,377
Client  81,0.005,0.012,0.012,0.007,0.019,0.007,0.014,0.012,0.010,0.007,0.014,0.012,0.012,0.005,0.005,0.012,0.024,0.002,0.007,0.017,0.002,0.014,0.012,0.002,0.014,0.007,0.012,0.00,0.012,0.012,0.007,0.010,0.019,0.010,0.012,0.012,0.014,0.007,0.017,0.007,0.007,0.002,0.007,0.007,0.002,0.005,0.010,0.014,0.010,0.007,0.007,0.007,0.012,0.014,0.017,0.00,0.012,0.017,0.00,0.007,0.007,0.012,0.022,0.007,0.002,0.005,0.017,0.007,0.010,0.012,0.002,0.010,0.014,0.017,0.007,0.022,0.010,0.007,0.012,0.012,0.005,0.012,0.017,0.002,0.005,0.007,0.012,0.012,0.012,0.007,0.007,0.014,0.007,0.010,0.014,0.012,0.014,0.014,0.010,0.005,416
Client  82,0.010,0.005,0.010,0.012,0.007,0.010,0.010,0.005,0.005,0.010,0.015,0.010,0.009,0.012,0.015,0.007,0.015,0.014,0.014,0.007,0.007,0.010,0.007,0.007,0.019,0.005,0.005,0.009,0.009,0.009,0.010,0.010,0.007,0.009,0.005,0.007,0.003,0.002,0.007,0.015,0.009,0.007,0.012,0.010,0.019,0.005,0.009,0.009,0.012,0.012,0.010,0.012,0.009,0.009,0.009,0.010,0.007,0.002,0.009,0.014,0.009,0.007,0.014,0.002,0.017,0.022,0.007,0.014,0.009,0.007,0.005,0.010,0.012,0.012,0.009,0.017,0.010,0.012,0.007,0.014,0.007,0.014,0.010,0.022,0.005,0.007,0.005,0.019,0.005,0.017,0.009,0.005,0.010,0.014,0.009,0.009,0.022,0.007,0.021,0.012,583
Client  83,0.014,0.012,0.009,0.012,0.007,0.009,0.005,0.005,0.007,0.007,0.014,0.012,0.014,0.007,0.005,0.019,0.012,0.005,0.005,0.007,0.012,0.012,0.007,0.012,0.009,0.009,0.005,0.009,0.012,0.017,0.012,0.009,0.012,0.002,0.005,0.012,0.019,0.007,0.017,0.012,0.014,0.007,0.014,0.012,0.005,0.012,0.012,0.012,0.002,0.007,0.009,0.009,0.005,0.009,0.009,0.019,0.002,0.012,0.007,0.014,0.007,0.007,0.007,0.005,0.012,0.012,0.012,0.009,0.012,0.009,0.012,0.014,0.017,0.007,0.007,0.007,0.012,0.005,0.007,0.019,0.012,0.014,0.007,0.005,0.014,0.009,0.017,0.024,0.005,0.007,0.014,0.002,0.007,0.007,0.009,0.019,0.009,0.002,0.017,0.009,423
Client  84,0.010,0.008,0.004,0.012,0.006,0.010,0.010,0.020,0.010,0.010,0.004,0.014,0.014,0.004,0.018,0.006,0.010,0.010,0.012,0.014,0.008,0.006,0.018,0.016,0.014,0.012,0.014,0.012,0.006,0.012,0.014,0.010,0.012,0.008,0.006,0.008,0.018,0.012,0.008,0.010,0.008,0.022,0.004,0.006,0.008,0.010,0.010,0.008,0.002,0.012,0.010,0.012,0.018,0.006,0.012,0.014,0.010,0.008,0.016,0.016,0.004,0.010,0.008,0.006,0.010,0.010,0.00,0.004,0.012,0.014,0.012,0.004,0.016,0.020,0.012,0.008,0.008,0.014,0.012,0.016,0.00,0.006,0.006,0.008,0.010,0.012,0.008,0.014,0.008,0.010,0.010,0.010,0.004,0.008,0.004,0.004,0.012,0.008,0.016,0.008,504
Client  85,0.017,0.008,0.006,0.011,0.019,0.011,0.010,0.008,0.010,0.013,0.004,0.010,0.008,0.008,0.010,0.010,0.013,0.015,0.013,0.008,0.013,0.013,0.008,0.004,0.010,0.008,0.011,0.008,0.008,0.015,0.011,0.008,0.013,0.006,0.008,0.004,0.004,0.013,0.004,0.008,0.015,0.015,0.015,0.008,0.008,0.011,0.010,0.006,0.008,0.011,0.008,0.013,0.011,0.006,0.017,0.008,0.011,0.011,0.008,0.008,0.017,0.017,0.013,0.006,0.006,0.011,0.017,0.008,0.013,0.006,0.013,0.011,0.008,0.011,0.017,0.011,0.002,0.013,0.011,0.008,0.013,0.008,0.010,0.015,0.008,0.008,0.010,0.008,0.011,0.004,0.004,0.008,0.006,0.011,0.008,0.015,0.006,0.011,0.010,0.010,522
Client  86,0.005,0.017,0.008,0.006,0.006,0.003,0.009,0.005,0.006,0.006,0.018,0.018,0.009,0.021,0.006,0.012,0.003,0.011,0.005,0.002,0.008,0.006,0.008,0.008,0.009,0.015,0.011,0.015,0.012,0.012,0.009,0.005,0.011,0.009,0.012,0.005,0.014,0.009,0.008,0.008,0.014,0.014,0.006,0.012,0.009,0.014,0.011,0.008,0.009,0.011,0.011,0.014,0.008,0.006,0.011,0.009,0.005,0.012,0.008,0.014,0.009,0.008,0.008,0.006,0.015,0.012,0.011,0.008,0.011,0.015,0.014,0.005,0.009,0.012,0.015,0.008,0.008,0.014,0.006,0.014,0.012,0.015,0.017,0.006,0.015,0.009,0.011,0.014,0.009,0.012,0.014,0.009,0.011,0.008,0.006,0.009,0.014,0.011,0.009,0.008,652
Client  87,0.004,0.009,0.006,0.010,0.006,0.009,0.010,0.012,0.014,0.007,0.012,0.009,0.014,0.010,0.010,0.013,0.010,0.014,0.013,0.009,0.013,0.010,0.004,0.010,0.010,0.006,0.009,0.014,0.009,0.007,0.010,0.004,0.009,0.006,0.012,0.007,0.004,0.006,0.006,0.010,0.012,0.012,0.010,0.014,0.010,0.009,0.012,0.017,0.012,0.006,0.009,0.013,0.013,0.003,0.014,0.014,0.012,0.013,0.009,0.009,0.013,0.013,0.004,0.010,0.016,0.013,0.009,0.009,0.007,0.014,0.004,0.006,0.010,0.006,0.014,0.010,0.014,0.006,0.009,0.009,0.016,0.006,0.009,0.010,0.010,0.014,0.007,0.013,0.009,0.010,0.006,0.010,0.013,0.010,0.014,0.017,0.014,0.004,0.012,0.009,691
Client  88,0.011,0.009,0.004,0.014,0.009,0.009,0.007,0.010,0.011,0.014,0.005,0.012,0.009,0.010,0.009,0.010,0.017,0.010,0.012,0.010,0.004,0.006,0.010,0.007,0.010,0.007,0.017,0.009,0.011,0.010,0.007,0.006,0.007,0.009,0.014,0.007,0.014,0.004,0.006,0.011,0.009,0.014,0.015,0.007,0.011,0.009,0.005,0.012,0.010,0.007,0.004,0.016,0.014,0.009,0.010,0.007,0.009,0.014,0.007,0.016,0.009,0.009,0.012,0.011,0.005,0.009,0.016,0.002,0.007,0.009,0.011,0.010,0.011,0.007,0.005,0.007,0.021,0.010,0.005,0.011,0.012,0.010,0.007,0.009,0.011,0.009,0.014,0.004,0.014,0.012,0.012,0.010,0.011,0.014,0.009,0.012,0.014,0.020,0.009,0.010,801
Client  89,0.009,0.007,0.007,0.004,0.017,0.006,0.009,0.004,0.013,0.009,0.017,0.007,0.011,0.017,0.013,0.013,0.022,0.006,0.004,0.013,0.011,0.009,0.006,0.006,0.007,0.007,0.013,0.013,0.004,0.011,0.009,0.002,0.013,0.017,0.006,0.009,0.006,0.007,0.006,0.007,0.011,0.013,0.006,0.007,0.015,0.006,0.011,0.013,0.015,0.011,0.017,0.006,0.011,0.009,0.017,0.009,0.017,0.018,0.007,0.015,0.006,0.007,0.007,0.009,0.013,0.015,0.011,0.013,0.015,0.018,0.011,0.007,0.004,0.004,0.007,0.004,0.011,0.013,0.006,0.011,0.007,0.002,0.011,0.011,0.007,0.011,0.007,0.011,0.007,0.013,0.017,0.007,0.013,0.009,0.015,0.015,0.009,0.007,0.013,0.006,541
Client  90,0.013,0.008,0.011,0.008,0.008,0.008,0.004,0.006,0.004,0.021,0.011,0.008,0.009,0.006,0.009,0.011,0.013,0.011,0.011,0.008,0.006,0.011,0.006,0.015,0.009,0.008,0.011,0.011,0.017,0.009,0.013,0.004,0.008,0.015,0.015,0.009,0.019,0.011,0.011,0.008,0.011,0.011,0.011,0.004,0.009,0.015,0.006,0.019,0.011,0.011,0.006,0.009,0.009,0.009,0.004,0.008,0.008,0.006,0.011,0.002,0.006,0.009,0.008,0.011,0.009,0.004,0.011,0.006,0.008,0.011,0.015,0.011,0.013,0.004,0.011,0.009,0.013,0.006,0.015,0.008,0.019,0.009,0.006,0.009,0.011,0.011,0.023,0.009,0.015,0.013,0.013,0.013,0.008,0.009,0.006,0.008,0.009,0.015,0.006,0.008,527
Client  91,0.015,0.011,0.011,0.009,0.002,0.014,0.008,0.005,0.006,0.006,0.017,0.005,0.006,0.012,0.008,0.009,0.005,0.008,0.015,0.014,0.012,0.012,0.012,0.018,0.008,0.012,0.008,0.009,0.015,0.008,0.009,0.011,0.005,0.008,0.005,0.012,0.006,0.012,0.005,0.009,0.020,0.008,0.012,0.009,0.014,0.015,0.017,0.018,0.005,0.015,0.006,0.011,0.014,0.008,0.015,0.006,0.012,0.015,0.015,0.009,0.011,0.014,0.006,0.011,0.014,0.015,0.012,0.006,0.011,0.008,0.014,0.012,0.017,0.003,0.014,0.008,0.006,0.009,0.006,0.005,0.014,0.005,0.008,0.005,0.012,0.012,0.015,0.003,0.008,0.00,0.008,0.009,0.012,0.008,0.008,0.012,0.008,0.011,0.015,0.006,655
Client  92,0.018,0.00,0.014,0.007,0.018,0.004,0.004,0.00,0.014,0.004,0.022,0.025,0.007,0.00,0.014,0.011,0.007,0.018,0.022,0.014,0.022,0.014,0.007,0.007,0.025,0.011,0.004,0.004,0.011,0.011,0.004,0.011,0.014,0.007,0.014,0.007,0.011,0.014,0.022,0.00,0.011,0.004,0.00,0.007,0.022,0.00,0.011,0.011,0.011,0.011,0.011,0.011,0.018,0.004,0.018,0.007,0.018,0.007,0.007,0.011,0.004,0.007,0.007,0.007,0.014,0.011,0.004,0.00,0.011,0.00,0.004,0.007,0.011,0.011,0.004,0.004,0.011,0.007,0.014,0.007,0.018,0.007,0.00,0.014,0.011,0.014,0.011,0.011,0.014,0.014,0.007,0.011,0.007,0.011,0.014,0.004,0.007,0.014,0.011,0.011,277
Client  93,0.005,0.010,0.002,0.005,0.007,0.005,0.012,0.014,0.010,0.010,0.017,0.010,0.007,0.007,0.012,0.010,0.00,0.012,0.019,0.017,0.010,0.012,0.007,0.010,0.017,0.007,0.010,0.005,0.017,0.00,0.014,0.017,0.012,0.014,0.010,0.014,0.010,0.007,0.017,0.014,0.026,0.007,0.019,0.002,0.007,0.012,0.012,0.005,0.005,0.007,0.012,0.014,0.005,0.017,0.010,0.005,0.00,0.005,0.012,0.012,0.007,0.012,0.019,0.012,0.010,0.019,0.002,0.017,0.014,0.017,0.019,0.012,0.005,0.010,0.007,0.00,0.014,0.014,0.012,0.005,0.014,0.014,0.010,0.002,0.010,0.010,0.005,0.007,0.021,0.005,0.005,0.005,0.007,0.007,0.014,0.012,0.014,0.002,0.007,0.002,421
Client  94,0.016,0.014,0.012,0.006,0.004,0.004,0.010,0.010,0.012,0.004,0.012,0.010,0.016,0.006,0.008,0.014,0.010,0.004,0.004,0.016,0.016,0.008,0.006,0.012,0.004,0.010,0.004,0.014,0.010,0.008,0.004,0.008,0.016,0.018,0.018,0.010,0.004,0.014,0.006,0.012,0.008,0.014,0.018,0.008,0.002,0.008,0.008,0.008,0.014,0.002,0.014,0.008,0.008,0.012,0.004,0.012,0.006,0.004,0.020,0.008,0.006,0.012,0.010,0.012,0.008,0.010,0.006,0.010,0.010,0.008,0.006,0.012,0.002,0.014,0.014,0.002,0.006,0.016,0.008,0.018,0.008,0.012,0.012,0.016,0.016,0.012,0.016,0.010,0.014,0.012,0.008,0.008,0.004,0.004,0.016,0.006,0.010,0.012,0.018,0.008,496
Client  95,0.007,0.010,0.009,0.005,0.013,0.007,0.013,0.006,0.013,0.008,0.006,0.016,0.011,0.013,0.006,0.010,0.010,0.011,0.016,0.013,0.010,0.009,0.008,0.009,0.006,0.011,0.002,0.009,0.009,0.009,0.007,0.008,0.006,0.010,0.005,0.015,0.008,0.013,0.009,0.011,0.015,0.017,0.011,0.008,0.016,0.010,0.010,0.016,0.011,0.006,0.010,0.008,0.006,0.011,0.009,0.010,0.006,0.009,0.009,0.013,0.005,0.009,0.019,0.005,0.010,0.010,0.013,0.010,0.013,0.008,0.010,0.017,0.016,0.006,0.007,0.007,0.004,0.010,0.005,0.011,0.017,0.006,0.011,0.008,0.011,0.010,0.010,0.008,0.008,0.013,0.016,0.013,0.007,0.003,0.010,0.008,0.010,0.011,0.005,0.014,958
Client  96,0.006,0.008,0.006,0.008,0.011,0.014,0.011,0.014,0.003,0.011,0.006,0.008,0.014,0.011,0.011,0.020,0.008,0.003,0.011,0.008,0.011,0.011,0.006,0.003,0.008,0.008,0.006,0.011,0.017,0.008,0.003,0.003,0.008,0.008,0.003,0.006,0.014,0.017,0.014,0.014,0.006,0.006,0.011,0.006,0.011,0.017,0.011,0.014,0.011,0.006,0.006,0.011,0.017,0.008,0.017,0.008,0.006,0.022,0.017,0.006,0.014,0.008,0.014,0.003,0.014,0.008,0.008,0.006,0.008,0.003,0.006,0.008,0.020,0.017,0.008,0.008,0.011,0.011,0.008,0.006,0.003,0.011,0.014,0.011,0.006,0.014,0.008,0.014,0.008,0.011,0.022,0.008,0.014,0.008,0.014,0.014,0.017,0.008,0.006,0.011,358
Client  97,0.009,0.005,0.002,0.019,0.009,0.007,0.005,0.005,0.005,0.009,0.012,0.012,0.014,0.016,0.012,0.005,0.016,0.012,0.014,0.007,0.012,0.012,0.005,0.007,0.007,0.014,0.014,0.019,0.005,0.012,0.009,0.009,0.009,0.009,0.005,0.007,0.007,0.014,0.012,0.012,0.012,0.012,0.005,0.014,0.009,0.016,0.012,0.014,0.007,0.007,0.023,0.002,0.019,0.007,0.019,0.005,0.005,0.014,0.005,0.014,0.009,0.007,0.005,0.007,0.005,0.019,0.007,0.012,0.005,0.016,0.005,0.007,0.005,0.016,0.007,0.009,0.007,0.007,0.007,0.014,0.016,0.009,0.019,0.023,0.009,0.012,0.002,0.012,0.009,0.009,0.019,0.005,0.007,0.009,0.014,0.009,0.002,0.009,0.014,0.009,431
