Class frequencies:
client,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28,class29,class30,class31,class32,class33,class34,class35,class36,class37,class38,class39,class40,class41,class42,class43,class44,class45,class46,class47,class48,class49,class50,class51,class52,class53,class54,class55,class56,class57,class58,class59,class60,class61,class62,class63,class64,class65,class66,class67,class68,class69,class70,class71,class72,class73,class74,class75,class76,class77,class78,class79,class80,class81,class82,class83,class84,class85,class86,class87,class88,class89,class90,class91,class92,class93,class94,class95,class96,class97,class98,class99,Amount
Client  65,0.052,0.020,0.002,0.002,0.00,0.00,0.00,0.00,0.00,0.002,0.00,0.013,0.00,0.00,0.033,0.002,0.004,0.00,0.002,0.052,0.007,0.002,0.013,0.00,0.024,0.022,0.002,0.002,0.005,0.00,0.00,0.025,0.043,0.00,0.007,0.014,0.00,0.00,0.011,0.025,0.038,0.00,0.018,0.014,0.00,0.00,0.00,0.00,0.00,0.002,0.013,0.074,0.00,0.014,0.016,0.002,0.013,0.00,0.004,0.00,0.002,0.002,0.004,0.005,0.034,0.002,0.024,0.004,0.005,0.002,0.00,0.020,0.002,0.009,0.016,0.00,0.002,0.004,0.002,0.025,0.004,0.00,0.016,0.00,0.029,0.009,0.00,0.047,0.00,0.014,0.00,0.00,0.002,0.005,0.005,0.112,0.00,0.00,0.00,0.00,553
Client  66,0.014,0.004,0.004,0.006,0.004,0.010,0.00,0.004,0.010,0.004,0.00,0.00,0.002,0.100,0.016,0.010,0.108,0.002,0.00,0.006,0.022,0.092,0.00,0.024,0.00,0.002,0.030,0.038,0.00,0.00,0.032,0.014,0.00,0.002,0.004,0.00,0.00,0.008,0.00,0.00,0.002,0.006,0.002,0.002,0.032,0.00,0.002,0.002,0.00,0.040,0.036,0.006,0.00,0.00,0.002,0.016,0.008,0.020,0.00,0.040,0.070,0.00,0.012,0.012,0.00,0.00,0.00,0.010,0.00,0.008,0.012,0.018,0.026,0.00,0.034,0.012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,501
Client  67,0.002,0.00,0.024,0.00,0.00,0.00,0.040,0.005,0.00,0.040,0.002,0.026,0.00,0.00,0.002,0.002,0.00,0.005,0.002,0.00,0.00,0.073,0.002,0.106,0.00,0.00,0.007,0.026,0.026,0.045,0.016,0.002,0.00,0.00,0.00,0.00,0.00,0.00,0.002,0.00,0.007,0.002,0.002,0.054,0.005,0.00,0.002,0.021,0.005,0.002,0.009,0.005,0.00,0.005,0.007,0.024,0.005,0.002,0.00,0.021,0.021,0.00,0.00,0.009,0.002,0.007,0.005,0.00,0.00,0.002,0.016,0.00,0.00,0.012,0.009,0.005,0.005,0.00,0.009,0.005,0.00,0.00,0.016,0.042,0.002,0.012,0.045,0.00,0.00,0.002,0.00,0.00,0.007,0.00,0.00,0.019,0.00,0.040,0.068,0.002,425
Client  68,0.00,0.009,0.020,0.002,0.027,0.009,0.005,0.002,0.048,0.011,0.004,0.039,0.012,0.032,0.012,0.00,0.004,0.002,0.00,0.020,0.027,0.043,0.00,0.002,0.00,0.002,0.002,0.002,0.012,0.020,0.110,0.002,0.00,0.009,0.007,0.00,0.00,0.076,0.002,0.00,0.014,0.004,0.00,0.00,0.007,0.002,0.018,0.023,0.005,0.014,0.014,0.002,0.007,0.00,0.00,0.002,0.00,0.002,0.00,0.00,0.002,0.002,0.00,0.005,0.00,0.005,0.002,0.00,0.018,0.00,0.00,0.069,0.004,0.021,0.009,0.002,0.00,0.016,0.00,0.00,0.007,0.007,0.00,0.00,0.002,0.002,0.00,0.002,0.00,0.011,0.002,0.130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,563
Client  69,0.00,0.002,0.00,0.00,0.019,0.004,0.033,0.054,0.019,0.015,0.00,0.015,0.00,0.008,0.015,0.002,0.004,0.008,0.004,0.00,0.00,0.00,0.021,0.143,0.00,0.162,0.008,0.008,0.00,0.00,0.002,0.00,0.00,0.023,0.019,0.006,0.039,0.002,0.00,0.002,0.006,0.00,0.010,0.004,0.002,0.00,0.017,0.002,0.006,0.00,0.006,0.044,0.00,0.00,0.00,0.00,0.015,0.00,0.00,0.004,0.052,0.017,0.014,0.00,0.00,0.00,0.004,0.00,0.008,0.00,0.00,0.00,0.002,0.002,0.004,0.00,0.00,0.004,0.002,0.00,0.083,0.00,0.00,0.00,0.054,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,517
Client  70,0.034,0.004,0.00,0.002,0.018,0.00,0.00,0.004,0.022,0.008,0.00,0.016,0.010,0.002,0.00,0.00,0.00,0.048,0.004,0.00,0.065,0.026,0.014,0.00,0.008,0.00,0.063,0.002,0.002,0.00,0.002,0.012,0.00,0.00,0.00,0.00,0.030,0.012,0.00,0.00,0.030,0.006,0.00,0.036,0.00,0.002,0.00,0.002,0.012,0.002,0.002,0.010,0.008,0.040,0.00,0.00,0.00,0.00,0.002,0.00,0.006,0.014,0.012,0.00,0.004,0.00,0.008,0.018,0.008,0.002,0.004,0.00,0.010,0.002,0.00,0.044,0.004,0.032,0.002,0.036,0.004,0.00,0.125,0.00,0.010,0.006,0.042,0.006,0.002,0.00,0.006,0.002,0.036,0.00,0.00,0.00,0.00,0.00,0.00,0.00,504
Client  71,0.002,0.002,0.004,0.00,0.015,0.00,0.00,0.015,0.013,0.002,0.00,0.00,0.009,0.00,0.026,0.006,0.026,0.002,0.130,0.006,0.032,0.002,0.045,0.002,0.017,0.006,0.002,0.00,0.041,0.011,0.041,0.00,0.00,0.00,0.002,0.006,0.030,0.019,0.00,0.00,0.002,0.036,0.004,0.00,0.017,0.038,0.009,0.030,0.00,0.00,0.017,0.006,0.00,0.00,0.023,0.00,0.011,0.009,0.00,0.002,0.038,0.00,0.00,0.00,0.00,0.002,0.00,0.011,0.00,0.017,0.00,0.00,0.00,0.015,0.004,0.019,0.002,0.00,0.004,0.009,0.009,0.00,0.017,0.00,0.00,0.023,0.00,0.00,0.011,0.045,0.00,0.00,0.00,0.011,0.00,0.00,0.011,0.028,0.004,0.002,469
Client  72,0.00,0.00,0.006,0.010,0.00,0.064,0.002,0.044,0.002,0.008,0.00,0.008,0.00,0.006,0.006,0.006,0.019,0.025,0.006,0.00,0.00,0.00,0.00,0.00,0.00,0.006,0.017,0.004,0.008,0.00,0.00,0.035,0.046,0.002,0.048,0.00,0.006,0.021,0.004,0.00,0.006,0.002,0.058,0.00,0.00,0.008,0.029,0.013,0.002,0.008,0.010,0.00,0.00,0.00,0.017,0.00,0.00,0.121,0.00,0.008,0.002,0.042,0.00,0.00,0.00,0.004,0.010,0.00,0.013,0.017,0.023,0.006,0.002,0.004,0.00,0.019,0.006,0.006,0.004,0.00,0.008,0.006,0.008,0.027,0.021,0.006,0.00,0.008,0.002,0.00,0.002,0.067,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,519
Client  73,0.006,0.00,0.045,0.016,0.002,0.00,0.006,0.010,0.039,0.004,0.026,0.006,0.00,0.00,0.008,0.002,0.00,0.004,0.00,0.018,0.002,0.00,0.004,0.00,0.012,0.043,0.00,0.00,0.004,0.00,0.00,0.00,0.008,0.022,0.00,0.00,0.00,0.016,0.00,0.004,0.020,0.006,0.00,0.047,0.028,0.00,0.006,0.006,0.024,0.002,0.002,0.00,0.008,0.104,0.004,0.00,0.00,0.00,0.00,0.026,0.004,0.043,0.014,0.002,0.006,0.004,0.022,0.093,0.002,0.00,0.006,0.00,0.008,0.00,0.004,0.014,0.051,0.002,0.094,0.00,0.045,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,508
Client  74,0.045,0.00,0.025,0.029,0.009,0.00,0.038,0.002,0.007,0.009,0.002,0.00,0.011,0.004,0.013,0.00,0.002,0.002,0.031,0.002,0.002,0.002,0.00,0.004,0.00,0.020,0.002,0.00,0.103,0.00,0.00,0.002,0.002,0.00,0.002,0.007,0.002,0.007,0.013,0.011,0.029,0.00,0.002,0.00,0.018,0.101,0.011,0.036,0.002,0.056,0.00,0.002,0.009,0.004,0.00,0.00,0.00,0.00,0.040,0.004,0.00,0.002,0.00,0.007,0.00,0.00,0.00,0.00,0.00,0.004,0.007,0.029,0.004,0.036,0.002,0.002,0.002,0.002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.002,0.00,0.002,0.002,0.009,0.022,0.00,0.011,0.00,0.036,0.025,0.007,0.034,0.00,0.018,445
Client  75,0.048,0.00,0.00,0.004,0.00,0.013,0.00,0.038,0.00,0.004,0.00,0.00,0.008,0.013,0.031,0.004,0.002,0.017,0.00,0.002,0.002,0.019,0.063,0.00,0.00,0.013,0.008,0.00,0.006,0.002,0.00,0.038,0.00,0.088,0.00,0.002,0.002,0.017,0.00,0.002,0.004,0.00,0.002,0.021,0.002,0.010,0.004,0.010,0.011,0.00,0.002,0.002,0.086,0.004,0.034,0.019,0.004,0.00,0.021,0.040,0.002,0.161,0.002,0.002,0.111,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,522
Client  76,0.00,0.00,0.002,0.012,0.002,0.008,0.00,0.002,0.004,0.010,0.00,0.002,0.006,0.00,0.002,0.00,0.004,0.00,0.00,0.008,0.00,0.020,0.00,0.006,0.00,0.004,0.012,0.004,0.008,0.00,0.00,0.035,0.033,0.014,0.039,0.043,0.026,0.00,0.014,0.006,0.00,0.010,0.002,0.00,0.00,0.014,0.008,0.004,0.00,0.002,0.00,0.002,0.002,0.002,0.00,0.037,0.053,0.043,0.004,0.043,0.004,0.00,0.045,0.002,0.00,0.006,0.047,0.028,0.008,0.043,0.002,0.00,0.002,0.00,0.016,0.002,0.012,0.00,0.012,0.002,0.008,0.037,0.002,0.00,0.004,0.006,0.022,0.041,0.00,0.026,0.073,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,508
Client  77,0.016,0.00,0.002,0.00,0.002,0.00,0.033,0.00,0.00,0.014,0.00,0.039,0.031,0.014,0.002,0.00,0.00,0.004,0.008,0.008,0.00,0.002,0.00,0.041,0.006,0.012,0.039,0.002,0.002,0.078,0.027,0.002,0.00,0.00,0.006,0.008,0.00,0.029,0.00,0.010,0.00,0.00,0.00,0.016,0.002,0.00,0.039,0.004,0.00,0.00,0.00,0.002,0.010,0.004,0.00,0.008,0.002,0.00,0.004,0.002,0.004,0.00,0.00,0.00,0.002,0.002,0.008,0.016,0.00,0.00,0.012,0.002,0.025,0.059,0.00,0.002,0.002,0.014,0.025,0.008,0.025,0.045,0.029,0.00,0.035,0.002,0.002,0.00,0.00,0.008,0.002,0.00,0.037,0.031,0.00,0.020,0.033,0.010,0.006,0.00,488
Client  78,0.030,0.012,0.022,0.010,0.004,0.004,0.002,0.00,0.00,0.00,0.00,0.046,0.002,0.002,0.00,0.00,0.00,0.004,0.012,0.002,0.002,0.00,0.00,0.002,0.010,0.00,0.010,0.00,0.002,0.006,0.00,0.002,0.002,0.00,0.016,0.020,0.012,0.00,0.00,0.00,0.088,0.00,0.00,0.00,0.060,0.002,0.026,0.036,0.004,0.217,0.012,0.002,0.036,0.002,0.010,0.00,0.084,0.022,0.00,0.00,0.00,0.042,0.022,0.002,0.014,0.00,0.00,0.020,0.002,0.002,0.00,0.002,0.00,0.006,0.004,0.00,0.050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,502
Client  79,0.00,0.006,0.025,0.006,0.00,0.006,0.026,0.00,0.00,0.020,0.00,0.028,0.002,0.00,0.00,0.002,0.002,0.00,0.005,0.003,0.017,0.002,0.003,0.00,0.00,0.009,0.029,0.00,0.008,0.022,0.002,0.003,0.029,0.005,0.00,0.009,0.00,0.005,0.005,0.005,0.006,0.002,0.009,0.00,0.00,0.009,0.00,0.012,0.014,0.014,0.00,0.005,0.017,0.011,0.002,0.002,0.029,0.005,0.00,0.00,0.006,0.00,0.011,0.035,0.003,0.028,0.003,0.00,0.00,0.008,0.00,0.00,0.005,0.003,0.00,0.00,0.014,0.035,0.005,0.008,0.023,0.003,0.002,0.002,0.00,0.003,0.014,0.014,0.003,0.002,0.005,0.002,0.066,0.040,0.002,0.00,0.00,0.00,0.242,0.00,649
Client  80,0.00,0.005,0.004,0.009,0.009,0.00,0.005,0.002,0.00,0.022,0.002,0.002,0.056,0.036,0.002,0.00,0.004,0.004,0.00,0.00,0.00,0.002,0.00,0.002,0.00,0.004,0.00,0.002,0.00,0.134,0.00,0.009,0.007,0.002,0.00,0.002,0.00,0.031,0.034,0.007,0.00,0.004,0.00,0.014,0.00,0.061,0.00,0.00,0.00,0.007,0.004,0.00,0.005,0.00,0.007,0.00,0.024,0.025,0.014,0.004,0.00,0.00,0.040,0.005,0.014,0.013,0.020,0.011,0.049,0.00,0.016,0.00,0.016,0.007,0.00,0.027,0.00,0.00,0.002,0.002,0.014,0.004,0.00,0.009,0.009,0.016,0.00,0.002,0.009,0.004,0.005,0.00,0.004,0.00,0.005,0.031,0.099,0.00,0.00,0.00,553
Client  81,0.008,0.002,0.012,0.010,0.002,0.002,0.00,0.00,0.00,0.014,0.00,0.00,0.00,0.004,0.008,0.00,0.012,0.182,0.00,0.00,0.004,0.027,0.00,0.002,0.00,0.00,0.002,0.002,0.008,0.00,0.006,0.041,0.048,0.00,0.00,0.037,0.00,0.004,0.004,0.00,0.079,0.006,0.00,0.00,0.006,0.002,0.002,0.041,0.00,0.00,0.00,0.00,0.017,0.00,0.008,0.00,0.00,0.002,0.00,0.002,0.006,0.002,0.00,0.029,0.033,0.002,0.00,0.002,0.002,0.00,0.00,0.002,0.002,0.023,0.012,0.00,0.00,0.002,0.014,0.006,0.00,0.008,0.002,0.027,0.002,0.101,0.00,0.008,0.00,0.002,0.004,0.047,0.062,0.00,0.00,0.00,0.00,0.00,0.00,0.00,516
Client  82,0.018,0.010,0.00,0.010,0.00,0.052,0.006,0.00,0.00,0.024,0.00,0.014,0.030,0.016,0.00,0.006,0.006,0.00,0.00,0.00,0.002,0.010,0.00,0.00,0.004,0.00,0.014,0.00,0.018,0.004,0.00,0.026,0.102,0.018,0.00,0.002,0.141,0.006,0.00,0.020,0.00,0.00,0.002,0.004,0.00,0.00,0.012,0.020,0.00,0.006,0.00,0.026,0.00,0.00,0.002,0.004,0.012,0.00,0.00,0.008,0.064,0.00,0.004,0.026,0.054,0.002,0.004,0.022,0.002,0.006,0.018,0.008,0.014,0.032,0.00,0.080,0.004,0.008,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,502
Client  83,0.00,0.002,0.00,0.002,0.036,0.024,0.009,0.009,0.015,0.00,0.00,0.013,0.002,0.00,0.011,0.009,0.009,0.017,0.028,0.002,0.002,0.002,0.007,0.002,0.032,0.002,0.037,0.002,0.002,0.006,0.004,0.00,0.006,0.009,0.00,0.017,0.00,0.002,0.002,0.00,0.00,0.00,0.00,0.002,0.004,0.017,0.007,0.036,0.00,0.015,0.00,0.028,0.002,0.006,0.00,0.006,0.002,0.006,0.002,0.002,0.00,0.006,0.00,0.004,0.073,0.002,0.073,0.004,0.004,0.019,0.00,0.00,0.034,0.00,0.153,0.00,0.00,0.00,0.002,0.011,0.022,0.002,0.047,0.021,0.00,0.002,0.00,0.00,0.069,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,535
Client  84,0.00,0.00,0.006,0.002,0.00,0.008,0.032,0.014,0.008,0.00,0.00,0.00,0.006,0.010,0.004,0.016,0.002,0.022,0.026,0.024,0.012,0.002,0.006,0.00,0.002,0.012,0.00,0.004,0.048,0.004,0.00,0.014,0.002,0.00,0.085,0.00,0.00,0.010,0.00,0.002,0.00,0.008,0.044,0.002,0.002,0.012,0.00,0.004,0.014,0.00,0.010,0.002,0.002,0.075,0.002,0.00,0.044,0.022,0.014,0.002,0.002,0.00,0.008,0.016,0.00,0.010,0.135,0.004,0.030,0.002,0.002,0.00,0.020,0.00,0.00,0.00,0.006,0.00,0.00,0.002,0.004,0.038,0.00,0.00,0.00,0.046,0.038,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,504
Client  85,0.008,0.029,0.00,0.00,0.00,0.00,0.008,0.006,0.021,0.00,0.021,0.00,0.00,0.002,0.021,0.025,0.002,0.004,0.00,0.012,0.004,0.002,0.037,0.00,0.002,0.00,0.00,0.025,0.033,0.008,0.047,0.00,0.00,0.027,0.004,0.029,0.006,0.008,0.012,0.004,0.00,0.141,0.037,0.006,0.002,0.004,0.014,0.00,0.061,0.00,0.00,0.021,0.00,0.00,0.004,0.018,0.002,0.127,0.004,0.00,0.00,0.012,0.00,0.00,0.004,0.002,0.020,0.004,0.002,0.004,0.00,0.002,0.025,0.002,0.00,0.004,0.00,0.006,0.00,0.00,0.008,0.00,0.002,0.00,0.002,0.00,0.020,0.00,0.00,0.035,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,512
Client  86,0.006,0.004,0.031,0.00,0.004,0.00,0.002,0.00,0.029,0.00,0.012,0.00,0.00,0.004,0.010,0.00,0.019,0.002,0.004,0.023,0.00,0.091,0.00,0.004,0.00,0.006,0.00,0.00,0.012,0.00,0.027,0.00,0.00,0.045,0.00,0.010,0.021,0.097,0.010,0.00,0.004,0.00,0.023,0.00,0.00,0.008,0.002,0.002,0.023,0.00,0.00,0.054,0.033,0.00,0.004,0.006,0.019,0.039,0.004,0.016,0.002,0.00,0.029,0.021,0.00,0.00,0.00,0.145,0.012,0.00,0.006,0.002,0.00,0.006,0.002,0.008,0.002,0.019,0.002,0.037,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,516
Client  87,0.011,0.00,0.004,0.021,0.011,0.006,0.024,0.066,0.00,0.00,0.004,0.008,0.00,0.006,0.00,0.006,0.011,0.002,0.009,0.024,0.00,0.017,0.00,0.017,0.008,0.002,0.032,0.00,0.004,0.00,0.004,0.00,0.030,0.004,0.004,0.015,0.00,0.002,0.015,0.006,0.002,0.00,0.00,0.002,0.009,0.019,0.002,0.002,0.00,0.00,0.075,0.045,0.00,0.00,0.002,0.002,0.00,0.011,0.002,0.006,0.00,0.00,0.021,0.013,0.034,0.004,0.051,0.011,0.006,0.002,0.00,0.00,0.002,0.002,0.015,0.00,0.032,0.002,0.004,0.043,0.019,0.101,0.00,0.004,0.004,0.002,0.002,0.006,0.075,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,533
Client  88,0.00,0.005,0.00,0.00,0.00,0.039,0.005,0.058,0.00,0.002,0.002,0.007,0.018,0.002,0.018,0.012,0.00,0.028,0.00,0.032,0.00,0.007,0.009,0.039,0.028,0.023,0.021,0.00,0.002,0.007,0.00,0.00,0.00,0.00,0.00,0.069,0.002,0.002,0.016,0.005,0.00,0.00,0.00,0.002,0.00,0.002,0.00,0.018,0.00,0.00,0.007,0.002,0.00,0.00,0.016,0.023,0.002,0.00,0.014,0.016,0.00,0.005,0.005,0.009,0.00,0.00,0.007,0.00,0.00,0.00,0.099,0.007,0.014,0.00,0.00,0.00,0.012,0.00,0.00,0.00,0.005,0.00,0.124,0.00,0.025,0.00,0.00,0.053,0.002,0.00,0.014,0.00,0.009,0.00,0.021,0.00,0.023,0.002,0.002,0.00,434
Client  89,0.00,0.004,0.00,0.051,0.011,0.00,0.028,0.00,0.013,0.00,0.210,0.002,0.036,0.00,0.00,0.002,0.004,0.004,0.002,0.047,0.017,0.00,0.004,0.004,0.017,0.032,0.002,0.002,0.017,0.00,0.004,0.036,0.002,0.002,0.004,0.019,0.00,0.008,0.00,0.00,0.004,0.00,0.00,0.00,0.00,0.00,0.006,0.011,0.00,0.002,0.00,0.004,0.004,0.002,0.00,0.013,0.013,0.00,0.00,0.00,0.004,0.002,0.013,0.004,0.002,0.006,0.028,0.013,0.00,0.002,0.019,0.006,0.023,0.002,0.004,0.006,0.00,0.00,0.006,0.038,0.00,0.004,0.00,0.006,0.021,0.00,0.017,0.062,0.00,0.002,0.00,0.006,0.006,0.017,0.00,0.00,0.008,0.023,0.00,0.00,471
Client  90,0.00,0.00,0.062,0.030,0.00,0.00,0.002,0.00,0.00,0.00,0.002,0.00,0.00,0.062,0.020,0.010,0.00,0.004,0.00,0.00,0.00,0.032,0.00,0.002,0.008,0.00,0.002,0.012,0.004,0.00,0.002,0.004,0.00,0.016,0.002,0.00,0.00,0.00,0.014,0.111,0.00,0.00,0.036,0.00,0.004,0.028,0.002,0.002,0.002,0.010,0.00,0.00,0.00,0.014,0.004,0.004,0.00,0.00,0.00,0.002,0.008,0.006,0.00,0.00,0.004,0.00,0.024,0.00,0.056,0.012,0.016,0.014,0.002,0.00,0.004,0.002,0.00,0.008,0.004,0.010,0.00,0.00,0.002,0.004,0.006,0.024,0.044,0.004,0.00,0.00,0.012,0.002,0.004,0.00,0.002,0.00,0.018,0.191,0.00,0.004,497
Client  91,0.013,0.002,0.056,0.004,0.009,0.009,0.013,0.002,0.015,0.002,0.00,0.00,0.00,0.015,0.019,0.002,0.028,0.013,0.00,0.002,0.004,0.015,0.002,0.00,0.011,0.002,0.019,0.00,0.00,0.004,0.00,0.002,0.058,0.015,0.022,0.002,0.00,0.032,0.006,0.011,0.004,0.00,0.004,0.032,0.002,0.004,0.002,0.017,0.00,0.00,0.060,0.00,0.00,0.00,0.039,0.00,0.002,0.011,0.022,0.00,0.004,0.00,0.00,0.00,0.00,0.043,0.006,0.009,0.006,0.00,0.00,0.002,0.009,0.00,0.002,0.00,0.00,0.004,0.004,0.00,0.009,0.002,0.009,0.032,0.00,0.00,0.009,0.00,0.022,0.024,0.00,0.019,0.056,0.00,0.00,0.022,0.017,0.019,0.047,0.013,465
Client  92,0.00,0.002,0.002,0.00,0.025,0.008,0.00,0.025,0.012,0.025,0.002,0.00,0.00,0.004,0.00,0.048,0.00,0.039,0.00,0.008,0.037,0.019,0.068,0.002,0.002,0.00,0.00,0.006,0.002,0.00,0.010,0.110,0.00,0.00,0.019,0.048,0.010,0.004,0.00,0.010,0.004,0.033,0.010,0.002,0.014,0.023,0.002,0.008,0.00,0.00,0.00,0.006,0.00,0.004,0.010,0.035,0.00,0.004,0.014,0.006,0.002,0.031,0.00,0.00,0.00,0.016,0.002,0.012,0.012,0.00,0.00,0.006,0.010,0.006,0.002,0.004,0.037,0.00,0.002,0.00,0.004,0.00,0.00,0.048,0.00,0.048,0.002,0.004,0.002,0.00,0.033,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,516
Client  93,0.00,0.053,0.005,0.002,0.021,0.021,0.00,0.025,0.00,0.002,0.002,0.002,0.014,0.014,0.00,0.005,0.002,0.00,0.00,0.00,0.051,0.00,0.032,0.002,0.00,0.021,0.051,0.002,0.00,0.00,0.00,0.00,0.021,0.018,0.00,0.00,0.042,0.00,0.00,0.037,0.014,0.00,0.00,0.00,0.016,0.002,0.007,0.028,0.002,0.00,0.002,0.014,0.012,0.007,0.00,0.005,0.005,0.028,0.002,0.00,0.025,0.00,0.002,0.014,0.016,0.00,0.002,0.002,0.00,0.00,0.002,0.012,0.00,0.002,0.002,0.00,0.002,0.002,0.097,0.00,0.00,0.00,0.016,0.00,0.012,0.00,0.00,0.00,0.005,0.00,0.007,0.018,0.072,0.044,0.002,0.00,0.00,0.009,0.00,0.044,433
Client  94,0.036,0.00,0.00,0.00,0.00,0.00,0.072,0.002,0.002,0.020,0.002,0.005,0.018,0.041,0.00,0.002,0.014,0.007,0.014,0.061,0.020,0.009,0.005,0.041,0.016,0.009,0.00,0.00,0.00,0.00,0.016,0.038,0.002,0.00,0.016,0.005,0.00,0.056,0.00,0.005,0.005,0.009,0.002,0.00,0.011,0.011,0.00,0.005,0.025,0.038,0.00,0.00,0.009,0.00,0.027,0.00,0.00,0.00,0.00,0.018,0.020,0.002,0.00,0.00,0.00,0.00,0.00,0.025,0.016,0.00,0.002,0.007,0.002,0.002,0.00,0.002,0.00,0.023,0.007,0.023,0.002,0.043,0.002,0.014,0.005,0.00,0.00,0.00,0.002,0.00,0.002,0.052,0.016,0.018,0.007,0.002,0.00,0.00,0.011,0.00,443
Client  95,0.023,0.008,0.012,0.006,0.019,0.002,0.017,0.00,0.021,0.00,0.002,0.006,0.004,0.00,0.002,0.00,0.004,0.010,0.025,0.073,0.00,0.021,0.00,0.002,0.027,0.00,0.002,0.00,0.008,0.023,0.004,0.006,0.063,0.002,0.008,0.002,0.002,0.00,0.010,0.002,0.00,0.004,0.00,0.090,0.00,0.002,0.004,0.00,0.002,0.017,0.019,0.013,0.008,0.004,0.004,0.004,0.006,0.00,0.004,0.038,0.006,0.00,0.054,0.002,0.002,0.006,0.004,0.004,0.006,0.002,0.00,0.004,0.002,0.002,0.00,0.00,0.00,0.002,0.002,0.00,0.00,0.012,0.033,0.004,0.00,0.004,0.002,0.00,0.013,0.00,0.036,0.00,0.00,0.00,0.060,0.004,0.00,0.010,0.004,0.092,521
Client  96,0.00,0.006,0.00,0.012,0.00,0.00,0.00,0.006,0.00,0.00,0.00,0.00,0.004,0.051,0.00,0.036,0.002,0.047,0.014,0.020,0.004,0.00,0.00,0.00,0.00,0.037,0.00,0.006,0.00,0.024,0.008,0.00,0.006,0.002,0.030,0.002,0.041,0.063,0.004,0.018,0.006,0.012,0.008,0.008,0.00,0.008,0.004,0.00,0.026,0.014,0.002,0.032,0.002,0.045,0.012,0.004,0.010,0.004,0.018,0.002,0.006,0.00,0.014,0.004,0.00,0.00,0.00,0.00,0.006,0.00,0.034,0.012,0.006,0.004,0.00,0.004,0.004,0.004,0.032,0.00,0.00,0.00,0.002,0.004,0.00,0.079,0.00,0.00,0.002,0.002,0.006,0.026,0.004,0.00,0.012,0.00,0.004,0.075,0.00,0.00,507
Client  97,0.002,0.00,0.002,0.002,0.014,0.004,0.014,0.067,0.010,0.00,0.004,0.018,0.00,0.00,0.00,0.004,0.032,0.00,0.012,0.016,0.00,0.026,0.024,0.008,0.00,0.002,0.00,0.00,0.020,0.008,0.004,0.00,0.012,0.012,0.002,0.00,0.002,0.018,0.030,0.00,0.002,0.002,0.002,0.038,0.054,0.002,0.008,0.002,0.010,0.00,0.030,0.018,0.00,0.010,0.006,0.002,0.00,0.050,0.002,0.052,0.008,0.00,0.002,0.00,0.006,0.00,0.002,0.00,0.00,0.002,0.020,0.022,0.002,0.004,0.00,0.008,0.036,0.00,0.002,0.022,0.014,0.002,0.00,0.00,0.046,0.008,0.00,0.00,0.002,0.012,0.012,0.002,0.002,0.002,0.038,0.071,0.00,0.00,0.00,0.00,504
